Id,SalePrice
1461,121058.881887034
1462,172530.3981584816
1463,167092.2923496779
1464,154682.12709770357
1465,156794.90469256372
1466,177000.05843553474
1467,150837.25766411587
1468,154121.8290746687
1469,172530.3981584816
1470,118349.63683285312
1471,172530.3981584816
1472,100372.10876190937
1473,102528.29469651887
1474,148473.8125339997
1475,114749.98059557907
1476,260453.4255891408
1477,202246.09009046806
1478,252610.98672163096
1479,277511.5556181548
1480,396827.5426165809
1481,329365.7839012263
1482,173663.1960745396
1483,172530.3981584816
1484,143020.97254572203
1485,150225.65877516917
1486,200260.21724119794
1487,239311.1081599585
1488,222441.19597673317
1489,159627.44945573094
1490,203916.03625929903
1491,187959.54718029953
1492,124756.44402760167
1493,207537.96387563035
1494,286950.0205139871
1495,265092.8494422412
1496,206416.61638324638
1497,189150.2277667475
1498,128261.91701212394
1499,128261.91701212394
1500,143377.80354225595
1501,163644.12140293015
1502,99451.09575797945
1503,241960.5842605424
1504,198576.20378329174
1505,206632.50279091406
1506,277511.5556181548
1507,288121.696709846
1508,174307.79787489492
1509,166394.19592563852
1510,160771.411210851
1511,162578.8849617391
1512,205512.69120765018
1513,157266.40244458962
1514,184423.0872041329
1515,359562.33117918455
1516,133312.81503541532
1517,142188.9059617323
1518,220601.5336605611
1519,206416.61638324638
1520,142188.9059617323
1521,158726.37651163508
1522,220191.91461302707
1523,136959.35008115735
1524,137055.7724303055
1525,124199.4029915083
1526,124756.44402760167
1527,124756.44402760167
1528,117020.3098510974
1529,150837.25766411587
1530,170123.01496023242
1531,167071.88574361912
1532,123609.79042214635
1533,172530.3981584816
1534,116637.59736137309
1535,149437.73841264745
1536,137055.7724303055
1537,114749.98059557907
1538,149340.9757605661
1539,274464.9806431551
1540,275893.06166373886
1541,147481.1683831075
1542,144926.3475985545
1543,221163.8994240817
1544,103666.8973818723
1545,104496.7248127688
1546,126067.92275396899
1547,145772.37516120257
1548,151950.06311236383
1549,97682.42520476191
1550,148984.95063891556
1551,137055.7724303055
1552,219800.57955056604
1553,176857.68828730664
1554,151335.10959919065
1555,215310.1877470507
1556,117510.46479321476
1557,159627.44945573094
1558,74208.42440182639
1559,194901.91719319418
1560,164659.6491745368
1561,277511.5556181548
1562,117230.05157368706
1563,118349.63683285312
1564,173663.1960745396
1565,165213.37576505492
1566,206416.61638324638
1567,108685.69451496493
1568,221363.79090127605
1569,152760.55236342616
1570,137055.7724303055
1571,150837.25766411587
1572,150837.25766411587
1573,205512.69120765018
1574,169440.34389079144
1575,183399.46709481304
1576,196527.59517261144
1577,159627.44945573094
1578,146097.2473853636
1579,123643.80250974816
1580,178180.40473663935
1581,124756.44402760167
1582,118349.63683285312
1583,343999.14448458113
1584,239933.25823925406
1585,126422.5906361605
1586,80813.05421306114
1587,124756.44402760167
1588,153186.9842140407
1589,109257.68907282567
1590,140938.07978897062
1591,124068.28150022333
1592,169440.34389079144
1593,122915.21463083861
1594,218332.7548791823
1595,175593.70326665763
1596,222503.50615809904
1597,177962.9288844447
1598,164483.6659354828
1599,124756.44402760167
1600,150837.25766411587
1601,80307.03065450132
1602,88788.30756484071
1603,124068.28150022333
1604,230989.83507918802
1605,225879.78737465476
1606,156794.90469256372
1607,322304.0232807959
1608,172530.3981584816
1609,159627.44945573094
1610,165299.1921855106
1611,163509.39641280498
1612,183399.46709481304
1613,172530.3981584816
1614,123370.03441366403
1615,96421.03098775852
1616,96421.03098775852
1617,96421.03098775852
1618,118349.63683285312
1619,114749.98059557907
1620,274188.58968116844
1621,143377.80354225595
1622,147591.50460910046
1623,237291.31349307057
1624,156576.71823666626
1625,118349.63683285312
1626,183399.46709481304
1627,151459.81269790526
1628,225105.844303536
1629,151459.81269790526
1630,304592.06305004505
1631,204658.90505252813
1632,267380.4494949487
1633,150225.65877516917
1634,154343.90505485897
1635,176694.28611156228
1636,150837.25766411587
1637,194316.22240858886
1638,224254.12105228583
1639,227117.138672675
1640,311526.96060031117
1641,273328.6589138849
1642,219451.1407340805
1643,237948.1245217564
1644,196227.6108941697
1645,220601.5336605611
1646,142463.5128755469
1647,150837.25766411587
1648,150837.25766411587
1649,125926.05566271156
1650,118349.63683285312
1651,118349.63683285312
1652,100372.10876190937
1653,100372.10876190937
1654,164338.5118446513
1655,137118.7724135259
1656,148473.8125339997
1657,164338.5118446513
1658,148473.8125339997
1659,114749.98059557907
1660,142188.9059617323
1661,221002.924307476
1662,273907.39591074805
1663,322304.0232807959
1664,396827.5426165809
1665,267380.4494949487
1666,203435.158812174
1667,231094.47148841753
1668,260738.80032030676
1669,216619.93667571648
1670,237291.31349307057
1671,273383.3724051542
1672,455539.2623237629
1673,176277.72289178843
1674,220601.5336605611
1675,173663.1960745396
1676,166750.2273235327
1677,173663.1960745396
1678,266290.2911265797
1679,258220.0468575222
1680,251710.7892258676
1681,204043.89490794454
1682,230066.32205936356
1683,170123.01496023242
1684,165876.53022661692
1685,163873.17116126596
1686,159627.44945573094
1687,150225.65877516917
1688,174723.41950016623
1689,170224.9128788078
1690,151999.80148850422
1691,152590.5099666145
1692,224429.65764568668
1693,150225.65877516917
1694,166771.1550197924
1695,155198.68458520467
1696,272401.74135306437
1697,155198.68458520467
1698,318469.0726123385
1699,322304.0232807959
1700,224370.46194934344
1701,216255.22419158582
1702,218306.62712347897
1703,223522.84356076483
1704,303273.3170872756
1705,183399.46709481304
1706,266290.2911265797
1707,183399.46709481304
1708,170123.01496023242
1709,216619.93667571648
1710,189374.62588011177
1711,197742.78275471766
1712,277511.5556181548
1713,222541.4786745448
1714,202246.09009046806
1715,192084.27561617302
1716,159627.44945573094
1717,142188.9059617323
1718,146185.92643435264
1719,194768.98567611168
1720,205512.69120765018
1721,142463.5128755469
1722,142463.5128755469
1723,142463.5128755469
1724,195706.53165578857
1725,220778.85034307282
1726,193661.39463106616
1727,172530.3981584816
1728,177488.42421284437
1729,160015.78976465165
1730,187110.86085537364
1731,124756.44402760167
1732,118349.63683285312
1733,118349.63683285312
1734,124756.44402760167
1735,123609.79042214635
1736,123609.79042214635
1737,328400.2990657971
1738,176101.54011488415
1739,302469.3262006078
1740,262038.82127694544
1741,163149.27250179008
1742,163644.12140293015
1743,164975.16797780409
1744,248791.67881144994
1745,260738.80032030676
1746,237653.16833768418
1747,197050.65232761146
1748,317555.94666780526
1749,172530.3981584816
1750,159627.44945573094
1751,231967.56578599347
1752,118349.63683285312
1753,218997.06182148968
1754,224254.12105228583
1755,172530.3981584816
1756,121058.881887034
1757,118349.63683285312
1758,173663.1960745396
1759,184423.0872041329
1760,174544.86205427634
1761,169440.34389079144
1762,226871.6286611265
1763,217568.96842801484
1764,124068.28150022333
1765,248976.11157313237
1766,195706.53165578857
1767,218997.06182148968
1768,142188.9059617323
1769,172530.3981584816
1770,124756.44402760167
1771,158726.37651163508
1772,173663.1960745396
1773,158726.37651163508
1774,248701.0646079163
1775,137055.7724303055
1776,142854.24984785702
1777,106780.56705641029
1778,124756.44402760167
1779,159627.44945573094
1780,165126.34599969492
1781,158726.37651163508
1782,106780.56705641029
1783,143433.83070701975
1784,87283.37061557262
1785,137055.7724303055
1786,174544.86205427634
1787,167827.1406584805
1788,78328.76446590527
1789,121851.2910784672
1790,85560.84799528959
1791,288756.481107407
1792,173663.1960745396
1793,124756.44402760167
1794,123370.03441366403
1795,142854.24984785702
1796,142188.9059617323
1797,102842.49029471465
1798,124756.44402760167
1799,97162.75649501302
1800,150837.25766411587
1801,146542.97880873448
1802,137055.7724303055
1803,195110.59482605342
1804,123609.79042214635
1805,112184.60963495175
1806,135967.78522504
1807,190079.4296765883
1808,133140.9692907891
1809,165299.1921855106
1810,153217.60933359346
1811,148347.82368560898
1812,151338.38191032503
1813,123252.02045890293
1814,118349.63683285312
1815,87911.4619826248
1816,106780.56705641029
1817,152338.02353134882
1818,213354.39277391206
1819,150230.97971716552
1820,115768.89460038197
1821,112184.60963495175
1822,166122.31738797118
1823,98896.09274411283
1824,183399.46709481304
1825,151456.01832033714
1826,116312.72205110079
1827,124756.44402760167
1828,144469.7654472545
1829,137055.7724303055
1830,167011.67088346728
1831,171305.99795212413
1832,203115.45212240238
1833,194701.87230603388
1834,151505.98494895446
1835,197220.73879567906
1836,156457.8741235989
1837,117230.05157368706
1838,152411.21356194545
1839,88508.25060738286
1840,158726.37651163508
1841,143020.97254572203
1842,89219.14495445137
1843,137118.7724135259
1844,124756.44402760167
1845,147620.42503849478
1846,142188.9059617323
1847,322304.0232807959
1848,88657.64838341532
1849,173663.1960745396
1850,137055.7724303055
1851,164677.41404650387
1852,137055.7724303055
1853,123008.28196185982
1854,137055.7724303055
1855,172530.3981584816
1856,197969.16389744682
1857,202653.00759526688
1858,176988.62759719524
1859,193352.24171402707
1860,160771.411210851
1861,205512.69120765018
1862,317967.6914021284
1863,317967.6914021284
1864,317967.6914021284
1865,215310.1877470507
1866,256504.72926806207
1867,203916.03625929903
1868,277511.5556181548
1869,169440.34389079144
1870,163588.69866325628
1871,206655.7306072507
1872,160779.80826778305
1873,178274.2104124252
1874,124756.44402760167
1875,206221.91904791415
1876,198042.0247526147
1877,189374.62588011177
1878,206632.50279091406
1879,121058.881887034
1880,123609.79042214635
1881,220601.5336605611
1882,247060.8569552085
1883,191038.6256455713
1884,175211.97684220484
1885,205512.69120765018
1886,277511.5556181548
1887,165084.7332154339
1888,220601.5336605611
1889,152516.8932696501
1890,143020.97254572203
1891,137055.7724303055
1892,118349.63683285312
1893,173663.1960745396
1894,215310.1877470507
1895,200129.3158261059
1896,121187.75753760918
1897,123005.58283742689
1898,117483.12752611334
1899,160771.411210851
1900,126804.93018782594
1901,154881.4663683959
1902,163068.03167614003
1903,285397.05211798946
1904,142854.24984785702
1905,230955.85828082243
1906,133312.81503541532
1907,326044.9600208989
1908,101386.61581878529
1909,125959.44588583642
1910,125959.44588583642
1911,200947.53831637042
1912,534572.5493609235
1913,175079.04532512234
1914,74354.96091289898
1915,230989.83507918802
1916,113443.31624790745
1917,225160.21019106504
1918,123609.79042214635
1919,161610.15136929572
1920,222441.19597673317
1921,322304.0232807959
1922,226805.6694069241
1923,219335.18091227332
1924,206416.61638324638
1925,227234.52671906148
1926,343999.14448458113
1927,124756.44402760167
1928,170123.01496023242
1929,98896.09274411283
1930,138622.6894640159
1931,118349.63683285312
1932,136451.56456701952
1933,192214.47941812
1934,154682.12709770357
1935,174755.6942731565
1936,154682.12709770357
1937,166394.19592563852
1938,173663.1960745396
1939,215310.1877470507
1940,156794.90469256372
1941,167092.2923496779
1942,196669.95515396164
1943,172530.3981584816
1944,302096.55270949303
1945,251710.7892258676
1946,189633.28980675686
1947,273328.6589138849
1948,206416.61638324638
1949,224885.5617972756
1950,163509.39641280498
1951,322304.0232807959
1952,203435.158812174
1953,159627.44945573094
1954,178456.02067140414
1955,135513.54419261593
1956,328444.82991565426
1957,189374.62588011177
1958,276888.31839734124
1959,194261.0940691298
1960,123609.79042214635
1961,118349.63683285312
1962,100372.10876190937
1963,100372.10876190937
1964,125288.0808510226
1965,148473.8125339997
